id,smiles,formula,charge
cpd00239,[SH-],HS,-1
cpd00240,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],C10H12N2O8,-4
cpd00241,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1,C10H13N5O13P3,-3
cpd00242,O=C([O-])O,CHO3,-1
cpd00245,Nc1ccccc1,C6H7N,0
cpd00246,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H12N4O5,0
cpd00248,O=C([O-])[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,C7H11O6,-1
cpd00249,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H12N2O6,0
cpd00250,CN(CC(=O)[O-])C(N)=[NH2+],C4H9N3O2,0
cpd00251,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C15H21N5O14P2,-2
cpd00253,NC(=O)CCC([NH3+])C(=O)[O-],C5H10N2O3,0
cpd00254,[Mg+2],Mg,2
cpd00255,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-],C50H75N15O11,2
cpd00256,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,C14H25N4O11P2,-1
cpd00257,NC(=[NH2+])NOCC[C@H]([NH3+])C(=O)[O-],C5H13N4O3,1
cpd00258,O=C(CO)[C@H](O)[C@H](O)CO,C5H10O5,0
cpd00259,O=C(CO)[C@@H](O)[C@H](O)CO,C5H10O5,0
cpd00260,O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-],C6H5O7,-3
cpd00261,O=C(CO)[C@H](O)[C@@H](O)CO,C5H10O5,0
cpd00262,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-],C23H31N7O19P3S,-5
cpd00263,Cc1ncc(CO)c(CO)c1O,C8H11NO3,0
cpd00264,[NH3+]CCCC[NH2+]CCC[NH3+],C7H22N3,3
cpd00265,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,C30H52O26,0
cpd00266,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C7H15NO3,0
cpd00267,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])CO,C18H38NO2,1
cpd00268,O=S(=O)([O-])S,HO3S2,-1
cpd00269,O=C([O-])CCCC(=O)C(=O)[O-],C6H6O5,-2
cpd00270,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1,C30H38N7O19P3S,-4
cpd00271,N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N,C6FeN6,-3
cpd00272,C[C@@H]1O[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,C16H23N5O15P2,-2
cpd00274,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-],C6H13N3O3,0
cpd00275,Nc1ccccc1C(=O)C[C@H]([NH3+])C(=O)[O-],C10H12N2O3,0
cpd00276,[NH3+][C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,C6H14NO5,1
cpd00277,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,C10H13N5O4,0
cpd00278,O=C([O-])C(=O)Cc1c[nH]c2ccccc12,C11H8NO3,-1
cpd00279,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C25H36N7O18P3S,-4
cpd00280,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,C6H9O7,-1
cpd00281,[NH3+]CCCC(=O)[O-],C4H9NO2,0
cpd00282,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,C5H5N2O4,-1
cpd00283,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O,C10H18O7P2,-2
cpd00284,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],C6H10O10P,-3
cpd00285,[NH3+]CCOP(=O)([O-])[O-],C2H7NO4P,-1
cpd00286,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])[O-],C55H89O4P,-2
cpd00287,CC(C=O)C(=O)[O-],C4H5O3,-1
cpd00288,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,C6H13NO8P,-1
cpd00289,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O,C20H34O7P2,-2
cpd00290,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,C6H10O12P2,-4
cpd00291,[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-],C9H11NO4,0
cpd00292,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-],C27H39N7O20P3S,-5
cpd00293,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,C8H14NO9P,-2
cpd00294,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,C10H12N5O6P,-2
cpd00295,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1,C10H13N5O10P2,-2
cpd00296,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,C10H12N5O7P,-2
cpd00297,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,C10H13N2O11P2,-3
cpd00298,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,C10H13N2O8P,-2
cpd00299,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,C9H11N2O8P,-2
cpd00300,O=c1[n-]c(=O)c2[nH]c(=O)[nH]c2[nH]1,C5H3N4O3,-1
cpd00301,OC1CCC2C(CCC3C4CCCC4CCC23)C1,C17H28O,0
cpd00302,C/C(=C\CNc1ncnc2nc[nH]c12)CO,C10H13N5O,0
cpd00303,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC)C(C)C,C27H48N6O6,0
cpd00304,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,C20H28O,0
cpd00305,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,C12H17N4OS,1
cpd00306,OC[C@H](O)[C@@H](O)[C@H](O)CO,C5H12O5,0
cpd00307,Nc1cc[nH]c(=O)n1,C4H5N3O,0
cpd00308,O=C([O-])CC(=O)[O-],C3H2O4,-2
cpd00309,O=c1[n-]c([O-])c2[nH]c[nH+]c2[nH+]1,C5H4N4O2,0
cpd00310,[NH3+]CCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],C9H14N4O3,0
cpd00311,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H13N5O5,0
cpd00312,[NH3+]CCc1c[nH]cn1,C5H10N3,1
cpd00313,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,C15H10O7,0
cpd00314,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,0
cpd00315,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C16H23N5O16P2,-2
cpd00316,c1cncnc1,C4H4N2,0
cpd00317,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]2O)[C@H]([NH3+])C[C@@H]1O,C18H42N5O9,5
cpd00318,[NH3+]CCc1c[nH]c2ccccc12,C10H13N2,1
cpd00319,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,0
cpd00320,[NH3+][C@H](CC(=O)[O-])C(=O)[O-],C4H6NO4,-1
cpd00321,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])ccc1O,C31H40N7O19P3S,-4
cpd00322,CC[C@H](C)[C@H]([NH3+])C(=O)[O-],C6H13NO2,0
cpd00323,O=C([O-])[C@@H]1CCCC[NH2+]1,C6H11NO2,0
cpd00324,CS,CH4S,0
cpd00325,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C21H30O2,0
cpd00326,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])cc(OC)c1O,C32H42N7O20P3S,-4
cpd00327,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C39H66N7O17P3S,-4
cpd00328,C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(N)=[NH2+])[C@H](O)[C@@H](NC(N)=[NH2+])[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,C21H42N7O12,3
cpd00329,O=C1CCCCC1,C6H10O,0
cpd00330,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,C19H19N7O6,-2
cpd00331,O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],C6H3O6,-3
cpd00332,C[C@@](O)(CCO)CC(=O)[O-],C6H11O4,-1
cpd00333,O=C([O-])/C=C/c1ccccc1,C9H7O2,-1
cpd00334,C[C@H](O)C=O,C3H6O2,0
cpd00335,O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O,C6H6O6,0
cpd00336,CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O5,-1
cpd00337,O=C1CCNC(=O)N1,C4H6N2O2,0
cpd00338,[NH3+]CC(=O)CCC(=O)[O-],C5H9NO3,0
cpd00339,[NH3+]CCCCC(=O)[O-],C5H11NO2,0
cpd00340,O=CCCC(=O)C(=O)[O-],C5H5O4,-1
cpd00341,NC(=O)NCCCC[NH3+],C5H14N3O,1
cpd00342,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-],C7H14N2O3,0
cpd00343,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],C5H6N2O5,-2
cpd00344,[NH2+]=CN[C@@H](CCC(=O)[O-])C(=O)[O-],C6H9N2O4,-1
cpd00345,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,C20H23N7O6,-2
cpd00346,[NH3+][C@@H](CC=O)C(=O)[O-],C4H7NO3,0
cpd00347,Nc1nc2c(c(=O)[nH]1)N1C=[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2,C20H20N7O6,-1
cpd00348,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C6H11O9P,-2
cpd00349,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],C7H12O13P2,-4
cpd00350,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O,C15H26O7P2,-2
cpd00351,[NH3+][C@@H](CCCC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-],C11H19N2O6,-1
cpd00352,O=C([O-])[C@@H]1CCCC=N1,C6H8NO2,-1
cpd00353,O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],C6H5O7,-3
cpd00354,*[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,C5H9O10P2R,-2
cpd00355,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1,C11H14N2O8P,-1
cpd00356,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1,C9H13N3O13P3,-3
cpd00357,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,C10H13N2O14P3,-4
cpd00358,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,C9H11N2O14P3,-4
cpd00359,c1ccc2[nH]ccc2c1,C8H7N,0
cpd00360,c1ncc2nc[nH]c2n1,C5H4N4,0
cpd00361,CC(=O)[C@H](C)O,C4H8O2,0
cpd00362,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C18H22O2,0
cpd00363,CCO,C2H6O,0
cpd00364,O=C1C=CC(=O)C=C1,C6H4O2,0
cpd00365,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,C20H30O,0
cpd00366,OC[C@H](O)[C@H](O)[C@H](O)CO,C5H12O5,0
cpd00367,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,C9H13N3O5,0
cpd00368,O=C[C@@H](O)[C@@H](O)[C@H](O)CO,C5H10O5,0
cpd00369,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,C27H44O6,0
cpd00370,O=C1CO[C@@H](CO)[C@H](O)[C@H]1O,C6H10O5,0
cpd00371,CCC=O,C3H6O,0
cpd00372,c1cn[nH]c1,C3H4N2,0
cpd00373,COc1cc(/C=C/C(=O)[O-])cc(OC)c1O,C11H11O5,-1
cpd00374,[NH3+]CCc1ccc(O)cc1,C8H12NO,1
cpd00375,*C(=O)Nc1ccccc1,C7H6NOR,0
cpd00376,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O,C33H34N4O6,-2
cpd00378,NC=O,CH3NO,0
cpd00379,O=C([O-])CCCC(=O)[O-],C5H6O4,-2
cpd00380,C=C(CC(=O)[O-])C(=O)[O-],C5H4O4,-2
cpd00381,[NH3+][C@@H](CSSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],C6H12N2O4S2,0
cpd00382,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,C18H32O16,0
cpd00383,O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,C7H9O5,-1
cpd00384,C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C[NH3+])=CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O,C19H42N5O7,5
cpd00385,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O,C17H16O7,0
cpd00386,O=C([O-])C[C@@H](O)C(=O)[O-],C4H4O5,-2
cpd00387,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,C16H23N5O15P2,-2
cpd00388,NC(=O)NC(NC(N)=O)C(=O)[O-],C4H7N4O4,-1
cpd00389,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O,C33H32N4O6,-2
cpd00390,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1,C15H23N3O16P2,-2
cpd00391,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)CO,C5H9O6,-1
cpd00392,OC[C@H](O)[C@H](O)CO,C4H10O4,0
cpd00393,Nc1nc2[nH]cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc-2c(=O)n1,C19H17N7O6,-2
cpd00395,[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-],C3H6NO5S,-1
cpd00396,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,C6H12O5,0
cpd00397,O=C(CO)[C@@H](O)[C@@H](O)CO,C5H10O5,0
cpd00398,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,C15H12O5,0
cpd00399,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C39H64N7O17P3S,-4
cpd00400,C=CC(=O)[O-],C3H3O2,-1
cpd00401,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1,C28H36N7O17P3S,-4
cpd00402,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H](O)CO)[C@@H](O)[C@H]2O)c(=O)n1,C12H19N3O13P2,-2
cpd00403,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H11O7,-1
cpd00404,[NH3+]CCC[C@@H]([NH3+])C(=O)[O-],C5H13N2O2,1
cpd00405,CCCCCCCCCCCCCCCC=O,C16H32O,0
cpd00406,[NH3+]CCS(=O)[O-],C2H7NO2S,0
cpd00407,C=C(C)[C@@H]1CC=C(C)CC1,C10H16,0
cpd00408,CC(C)(CO)[C@@H](O)C(=O)[O-],C6H11O4,-1
cpd00409,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,C19H30O2,0
cpd00410,*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O,C42H42FeN8O8R4S2,-2
cpd00411,[NH3+][C@H](Cc1c[nH]c2ccccc12)C(=O)[O-],C11H12N2O2,0
cpd00412,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,C9H12N2O5,0
cpd00413,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-],C26H37N7O19P3S,-5
cpd00414,CC[NH2+][C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1OC(C)C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)N[C@H](CCCC[NH3+])C(=O)N[C@@H](C)C(=O)[O-])C(N)=O,C36H65N8O17,1
cpd00415,Oc1ccc(O)cc1,C6H6O2,0
cpd00416,C=C(CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])C(=O)[O-],C26H35N7O19P3S,-5
cpd00417,OC[C@H](O)C(O)[C@@H](O)CO,C5H12O5,0
cpd00418,[N]=O,NO,0
cpd00419,Cc1ncc(CO)c(C[NH3+])c1O,C8H13N2O2,1
cpd00420,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C19H28O2,0
cpd00421,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])O,HO10P3,-4
cpd00422,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccccc1,C30H38N7O17P3S,-4
cpd00423,CC1=C2N3C(=CC4=[N+]5[C+](C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]375[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,C62H88CoN13O14P,0
cpd00424,[NH3+][C@H](CSCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],C7H14N2O4S,0
cpd00425,C[NH2+]C,C2H8N,1
cpd00426,O=C([O-])Cc1cc(O)ccc1O,C8H7O4,-1
cpd00427,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)CO,C5H9O6,-1
cpd00428,CC(=O)C=O,C3H4O2,0
cpd00429,[NH3+]C[C@H](O)c1ccc(O)c(O)c1,C8H12NO3,1
cpd00430,CC(=O)Oc1ccccc1,C8H8O2,0
cpd00431,*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC,C24H48N2O6PR,0
cpd00432,O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-],C4H4O6,-2
cpd00433,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,C10H20O,0
cpd00434,[NH3+]CCCC=O,C4H10NO,1
cpd00435,OCc1ccccc1,C7H8O,0
cpd00436,O=C1CCCC1,C5H8O,0
cpd00437,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,C6H9O7,-1
cpd00438,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C10H13N5O3,0
cpd00439,N#C[C@H](O)c1ccccc1,C8H7NO,0
cpd00440,CC(C)C[C@@H](NP(=O)([O-])O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],C23H32N3O10P,-2
cpd00441,C[NH+](C)C,C3H10N,1
cpd00442,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](O)(CC(=O)[O-])C(=O)[O-],C27H36N7O22P3S,-6
cpd00443,Nc1ccc(C(=O)[O-])cc1,C7H6NO2,-1
cpd00444,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1,C11H19N4O11P2,-1
cpd00445,[NH3+]C1CCCCC1,C6H14N,1
cpd00446,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O,C10H11N5O6P,-1
cpd00447,C[N+](C)(C)CC=O,C5H12NO,1
cpd00448,O=C[C@H](O)CO,C3H6O3,0
cpd00449,NC(=O)CCCC[C@@H](S)CCS,C8H17NOS2,0
cpd00450,CSC,C2H6S,0
cpd00451,NC(=[NH2+])NCC(=O)[O-],C3H7N3O2,0
cpd00452,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1,C29H38N7O17P3S,-4
cpd00453,CC(O)CO,C3H8O2,0
cpd00454,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O5,-1
cpd00455,OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O,C6H12O5,0
cpd00456,O=C([O-])c1cccc(O)c1,C7H5O3,-1
cpd00457,C[N+](C)(C)CCOP(=O)([O-])[O-],C5H13NO4P,-1
cpd00458,COc1cc(/C=C/CO)ccc1O,C10H12O3,0
cpd00459,*C(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO,C10H15NO9R,-1
